District,Block,Panchayat,lat,long,Remarks,Sr. No.,Generated,Comments,match_status,matched_name,matched_address,coordinate_type,match_note,google_maps_url,google_id,source_query,source_url,retrieved_utc
Dhenkanal,Gondia,Khankira,20.7269631,85.9330098,LSFP,54,,,name_and_query_agreement,Khankira,"Khankira, Odisha",locality/place point,"Exact place-name match returned for both block-qualified and district-qualified searches; locality point, not a GP boundary or verified office.",https://www.google.com/maps?cid=12336831219109449790,0x3a19409bee7b931b:0xab353aa164f7d03e,"Khankira, Gondia, Dhenkanal, Odisha, India",https://www.google.com/search?tbm=map&q=Khankira%2C+Gondia%2C+Dhenkanal%2C+Odisha%2C+India&hl=en,2026-09-24T08:10:38.994399+00:00
Dhenkanal,Gondia,Mandar,20.8504606,85.8572602,control,55,,,reviewed_match,Mandara,"Mandara, Odisha 759016",locality/place point,Maps spelling Mandara; both original searches return the same locality.,https://www.google.com/maps?cid=14751277312199519967,0x3a1939fd1f90e40b:0xccb7108f50ee6edf,"Mandar, Gondia, Dhenkanal, Odisha, India",https://www.google.com/search?tbm=map&q=Mandar%2C+Gondia%2C+Dhenkanal%2C+Odisha%2C+India&hl=en,2026-09-24T08:10:41.108178+00:00
Dhenkanal,Gondia,Gondia,20.8042713,85.80766,Control,56,,,name_and_query_agreement,Gondia,"Gondia, Odisha",locality/place point,"Exact place-name match returned for both block-qualified and district-qualified searches; locality point, not a GP boundary or verified office.",https://www.google.com/maps?cid=17069308530313643852,0x3a193bfff8120beb:0xece25dabd6e3c74c,"Gondia, Gondia, Dhenkanal, Odisha, India",https://www.google.com/search?tbm=map&q=Gondia%2C+Gondia%2C+Dhenkanal%2C+Odisha%2C+India&hl=en,2026-09-24T08:10:43.041393+00:00
Dhenkanal,Gondia,Poruhakhoja,20.7577025,85.7884474,Control,57,,,name_and_query_agreement,Poruhakhoja,"Poruhakhoja, Odisha 759016",locality/place point,"Exact place-name match returned for both block-qualified and district-qualified searches; locality point, not a GP boundary or verified office.",https://www.google.com/maps?cid=9123191428649096127,0x3a193b61e07b0037:0x7e9c1644828493bf,"Poruhakhoja, Gondia, Dhenkanal, Odisha, India",https://www.google.com/search?tbm=map&q=Poruhakhoja%2C+Gondia%2C+Dhenkanal%2C+Odisha%2C+India&hl=en,2026-09-24T08:10:44.854858+00:00
Dhenkanal,Gondia,Bidharpur,20.7263181,85.7820416,Control,58,,,name_and_query_agreement,Bidharpur,"Bidharpur, Odisha 759016",locality/place point,"Exact place-name match returned for both block-qualified and district-qualified searches; locality point, not a GP boundary or verified office.",https://www.google.com/maps?cid=944998553782729867,0x3a193cc078aa7c49:0xd1d4f2d877a3c8b,"Bidharpur, Gondia, Dhenkanal, Odisha, India",https://www.google.com/search?tbm=map&q=Bidharpur%2C+Gondia%2C+Dhenkanal%2C+Odisha%2C+India&hl=en,2026-09-24T08:10:46.981659+00:00
Dhenkanal,Kamakhyanagar,Kadua,20.9176296,85.5264614,FES,59,Already generated & active,,name_and_query_agreement,Kadua,"Kadua, Odisha 759018",locality/place point,"Exact place-name match returned for both block-qualified and district-qualified searches; locality point, not a GP boundary or verified office.",https://www.google.com/maps?cid=8925701208701766982,0x3a18d6b66bdf8019:0x7bde75f57bf18d46,"Kadua, Kamakhyanagar, Dhenkanal, Odisha, India",https://www.google.com/search?tbm=map&q=Kadua%2C+Kamakhyanagar%2C+Dhenkanal%2C+Odisha%2C+India&hl=en,2026-09-24T08:10:49.113767+00:00
Dhenkanal,Kamakhyanagar,Baruan (K),20.7959819,85.5946503,FES,61,,,reviewed_match,Barunan,"Barunan, Odisha 759026",locality/place point,Selected Barunan village locality rather than Baruan k POI about 1 km away. Barunan (Baruan) spelling association: https://villageinfo.in/pincode/759026/,https://www.google.com/maps?cid=6841927791676353163,0x3a18d8860515f3d9:0x5ef3691391bdea8b,Barunan Baruan Dhenkanal Odisha,https://www.google.com/search?tbm=map&q=Barunan+Baruan+Dhenkanal+Odisha&hl=en,2026-09-24T08:12:06.402268+00:00
Dhenkanal,Kamakhyanagar,Kusumjodi,20.8390618,85.5354724,FES,62,,,reviewed_match,Kusumajodi,"Kusumajodi, Odisha",locality/place point,Maps spelling Kusumajodi; both original searches return the same locality. This locality point differs from the separately listed GP office.,https://www.google.com/maps?cid=209477941858104872,0x3a18d9e7417b7e65:0x2e8371408bb7628,"Kusumjodi, Kamakhyanagar, Dhenkanal, Odisha, India",https://www.google.com/search?tbm=map&q=Kusumjodi%2C+Kamakhyanagar%2C+Dhenkanal%2C+Odisha%2C+India&hl=en,2026-09-24T08:10:55.319548+00:00
Dhenkanal,Kamakhyanagar,Jagannathpur,20.8923243,85.6409178,FES,63,,,reviewed_match,Jagannathpur,"Jagannathpur, Odisha",locality/place point,Selected Jagannathpur returned by both Kamakhyanagar-qualified searches; rejected district-only Jagannathpur at Nimidha.,https://www.google.com/maps?cid=14619048995159646811,0x3a19285519ff9357:0xcae14b9b2685a25b,"Jagannathpur, Kamakhyanagar, Dhenkanal, Odisha, India",https://www.google.com/search?tbm=map&q=Jagannathpur%2C+Kamakhyanagar%2C+Dhenkanal%2C+Odisha%2C+India&hl=en,2026-09-24T08:10:57.745163+00:00
Dhenkanal,Kamakhyanagar,Kanapura,20.9557729,85.563783,FES,64,,,reviewed_match,Kanhupura,"Kanhupura, Odisha",locality/place point,"Selected Kanhupura locality, not Kanapura Road. Government record associates Kanapura GP with Kanhupura village: https://ppms.odisha.gov.in/public/upload/cover_page/cover_page_1772780151.pdf . A separate GP office listing is southwest of the locality.",https://www.google.com/maps?cid=17153616437659583040,0x3a18d5ccbb1fb6e9:0xee0de3442c004240,Kanhupura Kamakhyanagar Odisha,https://www.google.com/search?tbm=map&q=Kanhupura+Kamakhyanagar+Odisha&hl=en,2026-09-24T08:12:08.413195+00:00
Dhenkanal,Kamakhyanagar,Badasuanlo,20.9173748,85.6319245,Control,65,,,name_and_query_agreement,Badasuanlo,"Badasuanlo, Odisha 759039",locality/place point,"Exact place-name match returned for both block-qualified and district-qualified searches; locality point, not a GP boundary or verified office.",https://www.google.com/maps?cid=18310660984800613188,0x3a1929a2d81a7cab:0xfe1c8926d1a51344,"Badasuanlo, Kamakhyanagar, Dhenkanal, Odisha, India",https://www.google.com/search?tbm=map&q=Badasuanlo%2C+Kamakhyanagar%2C+Dhenkanal%2C+Odisha%2C+India&hl=en,2026-09-24T08:11:01.781553+00:00
Dhenkanal,Kamakhyanagar,Baunsapal,20.9470914,85.5147849,Control,66,,,name_and_query_agreement,Baunsapal,"Baunsapal, Odisha",locality/place point,"Exact place-name match returned for both block-qualified and district-qualified searches; locality point, not a GP boundary or verified office.",https://www.google.com/maps?cid=5802543331902192461,0x3a18d3f21d2f3091:0x5086c66acbd77b4d,"Baunsapal, Kamakhyanagar, Dhenkanal, Odisha, India",https://www.google.com/search?tbm=map&q=Baunsapal%2C+Kamakhyanagar%2C+Dhenkanal%2C+Odisha%2C+India&hl=en,2026-09-24T08:11:03.994308+00:00
Dhenkanal,Kamakhyanagar,Tumusinga,20.802036,85.4839604,Control,67,,,reviewed_match,Tumusingha,"Tumusingha, Odisha 759026",locality/place point,Maps spelling Tumusingha; both original queries agree.,https://www.google.com/maps?cid=9032793564606887242,0x3a18db075331b8ef:0x7d5aede3a3d3f54a,"Tumusinga, Kamakhyanagar, Dhenkanal, Odisha, India",https://www.google.com/search?tbm=map&q=Tumusinga%2C+Kamakhyanagar%2C+Dhenkanal%2C+Odisha%2C+India&hl=en,2026-09-24T08:11:06.104583+00:00
Dhenkanal,Kamakhyanagar,Kantio Kateni,20.8021653,85.4977688,Control,68,,,reviewed_match,Kantio Kateni,"Kantio Kateni, Tumusingha, Odisha 759026",locality/place point,Selected named place from district query. Block query returns a second Kantio Kateni record about 11 m away; practically the same map location.,https://www.google.com/maps?cid=10162288042696638772,0x3a18da4a26bfc2d3:0x8d07b321fa220134,"Kantio Kateni, Dhenkanal, Odisha, India",https://www.google.com/search?tbm=map&q=Kantio+Kateni%2C+Dhenkanal%2C+Odisha%2C+India&hl=en,2026-09-24T08:11:09.368609+00:00
Dhenkanal,Kamakhyanagar,Bhairipur,20.8266366,85.6306396,Control,69,,,reviewed_match,Bhairapur L,"Bhairapur L, Odisha 759023",locality/place point,Selected Bhairapur L locality; rejected Bhairapur R and Kamakhyanagar headquarters. Government project list associates Bhairpur GP with Bhairapur (L): https://ppms.odisha.gov.in/report/common-project-details-new?block=&category=Building&district=Dhenkanal&page=29&panchayat=&sub_category=Elementary+School&type=projects_approved&village=,https://www.google.com/maps?cid=11835559666177447164,0x3a1927b89378a34d:0xa4405acf147294fc,"Bhairipur, Kamakhyanagar, Dhenkanal, Odisha, India",https://www.google.com/search?tbm=map&q=Bhairipur%2C+Kamakhyanagar%2C+Dhenkanal%2C+Odisha%2C+India&hl=en,2026-09-24T08:11:10.205113+00:00
Dhenkanal,Kamakhyanagar,Sogar,20.769547,85.6075064,Control,70,,,name_and_query_agreement,Sogar,"Sogar, Odisha",locality/place point,"Exact place-name match returned for both block-qualified and district-qualified searches; locality point, not a GP boundary or verified office.",https://www.google.com/maps?cid=13780674842025121671,0x3a18d8a65823fe09:0xbf3ecac17411d787,"Sogar, Kamakhyanagar, Dhenkanal, Odisha, India",https://www.google.com/search?tbm=map&q=Sogar%2C+Kamakhyanagar%2C+Dhenkanal%2C+Odisha%2C+India&hl=en,2026-09-24T08:11:12.446291+00:00
